1;0,6990451;-0,5356966;-0,4678346;0,04608722;
2;0,7069021;-0,521735;-0,4714844;0,04910933;
3;0,7065355;-0,5140759;-0,4805624;0,04712165;
4;0,7129144;-0,4975026;-0,488553;0,04677847;
5;0,7161957;-0,4930592;-0,4868748;0,05947172;
6;0,7180023;-0,5060585;-0,4680132;0,0772562;
7;0,7032638;-0,5611413;-0,3991562;0,1668609;
8;0,6695553;-0,6228982;-0,2919348;0,2740347;
9;0,6361859;-0,6679199;-0,2236005;0,3094848;
10;0,6008824;-0,7239757;-0,1569744;0,2945962;
11;0,5847823;-0,7510014;-0,1398192;0,266654;
12;0,6332217;-0,7278112;-0,1993499;0,1618907;
13;0,7199233;-0,6113903;-0,3232707;0,005948452;
14;0,7592509;-0,4993625;-0,4041433;-0,08643852;
15;0,7782235;-0,4425327;-0,4270836;-0,1129634;
16;0,7864127;-0,4419796;-0,4244148;-0,05204999;
17;0,7729293;-0,5230107;-0,3492761;0,06061181;
18;0,7458295;-0,5797371;-0,2770417;0,165888;
19;0,723998;-0,624177;-0,1885467;0,2175043;
20;0,7303021;-0,6257333;-0,16581;0,2103596;
21;0,7486756;-0,6125166;-0,2140741;0,1229137;
22;0,7827393;-0,5572961;-0,2707298;-0,008598129;
23;0,804347;-0,4913481;-0,3083028;-0,1148062;
24;0,8071543;-0,4569882;-0,3393544;-0,1453628;
25;0,8154156;-0,4453565;-0,3511747;-0,1002969;
26;0,8132631;-0,4747272;-0,3314553;-0,00168494;
27;0,7869185;-0,5348975;-0,2741058;0,1270331;
28;0,7423154;-0,5966456;-0,1965482;0,2257831;
29;0,7185405;-0,6262303;-0,1251729;0,2692479;
30;0,7273518;-0,6190895;-0,1109576;0,2683353;
31;0,730741;-0,6224815;-0,1382842;0,2367252;
32;0,7533854;-0,610873;-0,1827509;0,1499139;
33;0,778146;-0,5769334;-0,2373756;0,04378726;
34;0,7979424;-0,5234876;-0,2886532;-0,05055462;
35;0,7968997;-0,4947407;-0,3303117;-0,0877773;
36;0,7836583;-0,499228;-0,3553715;-0,08360486;
37;0,7703714;-0,5119199;-0,3683422;-0,07360536;
38;0,7577071;-0,5293203;-0,3736776;-0,05189462;
39;0,760143;-0,5239682;-0,3790765;-0,02384961;
40;0,7576848;-0,5235881;-0,3850979;-0,009861978;
41;0,7399067;-0,5509449;-0,3815454;0,006927216;
42;0,7144716;-0,5825728;-0,381798;0,03156918;
43;0,7162123;-0,5747631;-0,38924;0,04251951;
44;0,6879023;-0,598933;-0,4006265;0,06477419;
45;0,6694081;-0,6144463;-0,405328;0,08176148;
1;0,995742;-0,03381246;0,05640359;0,02830477;
2;0,9940818;-0,05333343;0,07170255;0,02105372;
3;0,9901765;-0,08802895;0,09138703;0,008809647;
4;0,979583;-0,1595901;0,1069665;-0,01157365;
5;0,9613615;-0,233484;0,1299131;-0,03192857;
6;0,9200059;-0,3295246;0,1954286;-0,05863261;
7;0,8861586;-0,3633643;0,2606862;-0,1065824;
8;0,8576438;-0,3833955;0,2878301;-0,1767389;
9;0,8304529;-0,419093;0,2520953;-0,2603554;
10;0,7897006;-0,4824949;0,1710019;-0,3331038;
11;0,7748998;-0,5311811;0,07407612;-0,3294202;
12;0,7697789;-0,5815655;-0,005261499;-0,2565576;
13;0,7676339;-0,6210892;0,005512972;-0,1469126;
14;0,7646945;-0,633823;0,08696669;-0,05074367;
15;0,7581294;-0,6169469;0,202364;-0,01708953;
16;0,7451054;-0,5837507;0,3126958;-0,05387465;
17;0,7386202;-0,5609084;0,3367313;-0,1518616;
18;0,7260051;-0,5691889;0,2779035;-0,2614165;
19;0,7093838;-0,5878835;0,1821419;-0,3385555;
20;0,6956238;-0,6133847;0,07547073;-0,3616614;
21;0,6837403;-0,6509672;-0,0197825;-0,3240017;
22;0,6628037;-0,7022427;-0,07802214;-0,2410105;
23;0,6387418;-0,7534198;-0,06020465;-0,1317961;
24;0,6371207;-0,7665631;0,03569319;-0,04256004;
25;0,6431432;-0,7521434;0,128924;-0,02556078;
26;0,6455976;-0,7342342;0,1942319;-0,05482554;
27;0,6614969;-0,7044076;0,2344646;-0,08880428;
28;0,6941336;-0,677493;0,2020318;-0,1224458;
29;0,7373508;-0,6473158;0,1270061;-0,1333902;
30;0,7817071;-0,6082812;0,02989063;-0,1210859;
31;0,8032496;-0,5830838;-0,04297446;-0,09789642;
32;0,8238316;-0,5468994;-0,121832;-0,06313885;
33;0,8388687;-0,517206;-0,1548572;-0,03799245;
34;0,8465611;-0,4981486;-0,1724521;-0,0454937;
35;0,8418235;-0,504371;-0,1753987;-0,05296895;
36;0,8394163;-0,5071399;-0,1769663;-0,05915659;
37;0,8309938;-0,5191439;-0,1828703;-0,05589904;
38;0,8205565;-0,5355729;-0,182915;-0,05493656;
39;0,8177971;-0,5387521;-0,1854627;-0,05644183;
40;0,819748;-0,5365155;-0,1826161;-0,05867713;
41;0,8188475;-0,5367132;-0,1862821;-0,05791178;
42;0,8158993;-0,540984;-0,1870561;-0,05728908;
43;0,8167701;-0,5392926;-0,1874057;-0,05964056;
44;0,8176132;-0,5380992;-0,1872489;-0,05935334;
45;0,8155463;-0,5426695;-0,1837411;-0,05710708;
46;0,8186055;-0,5384267;-0,1817569;-0,05977982;
47;0,8198243;-0,5367544;-0,1809064;-0,06069572;
48;0,8165824;-0,5418134;-0,1811345;-0,05873195;
49;0,8159274;-0,5430296;-0,1802567;-0,05930519;
50;0,816914;-0,5422913;-0,1780306;-0,05920385;
51;0,8156484;-0,5437627;-0,1791388;-0,05980612;
52;0,8162745;-0,5426849;-0,1792027;-0,06084901;
53;0,8160265;-0,5424891;-0,1805868;-0,06182526;
54;0,8152792;-0,5438547;-0,1797153;-0,06222943;
55;0,8165493;-0,5419874;-0,1794053;-0,06275523;
56;0,8140957;-0,5454684;-0,1802734;-0,06198145;
57;0,8148403;-0,5439051;-0,1809374;-0,06397233;
58;0,81527;-0,5435486;-0,1800374;-0,06405885;
59;0,8123643;-0,547662;-0,1809089;-0,0634782;
60;0,8152099;-0,5435016;-0,180024;-0,06524718;
61;0,8127393;-0,5473209;-0,1799228;-0,06442031;
62;0,8126475;-0,5470162;-0,1806397;-0,06614351;
63;0,8137566;-0,545377;-0,180304;-0,06694359;
64;0,8103238;-0,5505508;-0,1802637;-0,06635215;
65;0,8120266;-0,5479991;-0,1798759;-0,06768648;
66;0,812945;-0,5466776;-0,1794509;-0,06847731;
67;0,8110069;-0,5495804;-0,1794483;-0,06823322;
